Datum Zeit;  Temperatur; Wind; Richtung; Peak 
11.01.2024 00:00; -5.06; 2.35; 49; 2.6
11.01.2024 00:01; -5.16; 2.35; 52; 2.8
11.01.2024 00:02; -5.21; 2.25; 55; 2.5
11.01.2024 00:03; -5.23; 2.34; 55; 2.6
11.01.2024 00:04; -5.36; 2.39; 54; 2.5
11.01.2024 00:05; -5.38; 2.33; 53; 2.5
11.01.2024 00:06; -5.44; 2.39; 53; 2.6
11.01.2024 00:07; -5.44; 2.49; 47; 2.7
11.01.2024 00:08; -5.43; 2.60; 44; 2.9
11.01.2024 00:09; -5.43; 2.74; 44; 2.9
11.01.2024 00:10; -5.40; 2.80; 44; 3.2
11.01.2024 00:11; -5.50; 2.72; 45; 3.1
11.01.2024 00:12; -5.55; 3.05; 41; 3.4
11.01.2024 00:13; -5.71; 3.32; 36; 3.6
11.01.2024 00:14; -5.80; 3.74; 34; 3.9
11.01.2024 00:15; -5.90; 3.70; 32; 3.9
11.01.2024 00:16; -5.93; 3.52; 32; 3.8
11.01.2024 00:17; -5.94; 3.29; 35; 3.4
11.01.2024 00:18; -5.93; 3.24; 38; 3.4
11.01.2024 00:19; -5.89; 3.23; 41; 3.7
11.01.2024 00:20; -5.89; 3.00; 42; 3.7
11.01.2024 00:21; -5.92; 2.90; 44; 3.3
11.01.2024 00:22; -5.93; 2.72; 48; 3.2
11.01.2024 00:23; -5.98; 2.16; 53; 2.5
11.01.2024 00:24; -5.90; 2.34; 51; 2.7
11.01.2024 00:25; -5.90; 2.54; 46; 3.1
11.01.2024 00:26; -5.94; 2.54; 50; 3.1
11.01.2024 00:27; -5.95; 2.18; 47; 2.8
11.01.2024 00:28; -6.01; 2.04; 52; 2.6
11.01.2024 00:29; -5.96; 2.14; 51; 2.4
11.01.2024 00:30; -6.07; 2.08; 55; 2.6
11.01.2024 00:31; -6.03; 2.22; 55; 2.5
11.01.2024 00:32; -6.04; 2.04; 52; 2.3
11.01.2024 00:33; -6.08; 1.88; 58; 2.3
11.01.2024 00:34; -6.02; 2.27; 56; 2.9
11.01.2024 00:35; -5.95; 2.55; 54; 3.1
11.01.2024 00:36; -5.99; 2.42; 50; 2.9
11.01.2024 00:37; -5.98; 1.89; 54; 2.3
11.01.2024 00:38; -5.98; 2.10; 51; 2.6
11.01.2024 00:39; -5.93; 2.30; 52; 2.6
11.01.2024 00:40; -5.97; 1.90; 54; 2.3
11.01.2024 00:41; -5.97; 1.71; 51; 2.2
11.01.2024 00:42; -5.93; 1.86; 51; 2.2
11.01.2024 00:43; -5.86; 2.20; 51; 2.5
11.01.2024 00:44; -5.98; 1.98; 44; 2.4
11.01.2024 00:45; -6.03; 1.74; 42; 1.9
11.01.2024 00:46; -6.03; 1.87; 45; 2.2
11.01.2024 00:47; -5.97; 2.11; 43; 2.3
11.01.2024 00:48; -6.02; 2.24; 48; 2.5
11.01.2024 00:49; -6.04; 2.30; 46; 2.6
11.01.2024 00:50; -6.07; 2.41; 44; 2.7
11.01.2024 00:51; -6.14; 2.75; 42; 3.1
11.01.2024 00:52; -6.29; 2.96; 37; 3.4
11.01.2024 00:53; -6.40; 2.99; 33; 3.4
11.01.2024 00:54; -6.48; 2.95; 30; 3.5
11.01.2024 00:55; -6.52; 3.16; 27; 3.8
11.01.2024 00:56; -6.54; 3.68; 30; 3.9
11.01.2024 00:57; -6.67; 3.22; 27; 3.8
11.01.2024 00:58; -6.70; 2.68; 28; 3.1
11.01.2024 00:59; -6.56; 2.85; 34; 3.4
11.01.2024 01:00; -6.51; 2.75; 39; 3.1
11.01.2024 01:01; -6.53; 2.92; 34; 3.8
11.01.2024 01:02; -6.59; 3.05; 36; 3.5
11.01.2024 01:03; -6.70; 2.97; 32; 3.4
11.01.2024 01:04; -6.75; 3.35; 30; 4.1
11.01.2024 01:05; -6.78; 3.36; 30; 3.8
11.01.2024 01:06; -6.77; 3.31; 32; 3.8
11.01.2024 01:07; -6.79; 3.00; 35; 3.5
11.01.2024 01:08; -6.82; 2.37; 31; 2.7
11.01.2024 01:09; -6.72; 2.38; 37; 2.7
11.01.2024 01:10; -6.74; 2.40; 37; 2.7
11.01.2024 01:11; -6.67; 2.13; 43; 2.4
11.01.2024 01:12; -6.69; 2.13; 52; 2.7
11.01.2024 01:13; -6.65; 2.28; 45; 2.8
11.01.2024 01:14; -6.68; 1.85; 52; 2.5
11.01.2024 01:15; -6.70; 0.89; 73; 1.2
11.01.2024 01:16; -6.62; 1.04; 64; 1.6
11.01.2024 01:17; -6.69; 0.98; 80; 1.2
11.01.2024 01:18; -6.52; 1.26; 86; 1.7
11.01.2024 01:19; -6.62; 1.23; 79; 1.6
11.01.2024 01:20; -6.60; 1.14; 77; 1.4
11.01.2024 01:21; -6.54; 1.17; 71; 1.4
11.01.2024 01:22; -6.54; 1.25; 68; 1.7
11.01.2024 01:23; -6.56; 1.39; 72; 1.7
11.01.2024 01:24; -6.51; 1.67; 89; 1.9
11.01.2024 01:25; -6.53; 1.59; 94; 1.8
11.01.2024 01:26; -6.54; 1.61; 94; 1.9
