Datum Zeit;  Temperatur; Wind; Richtung; Peak 
12.01.2024 00:00; 1.16; 2.57; 261; 3.1
12.01.2024 00:01; 1.20; 2.42; 256; 2.8
12.01.2024 00:02; 1.21; 2.77; 260; 3.2
12.01.2024 00:03; 1.20; 2.51; 262; 2.9
12.01.2024 00:04; 1.24; 2.22; 256; 2.8
12.01.2024 00:05; 1.26; 1.87; 256; 2.3
12.01.2024 00:06; 1.23; 1.95; 253; 2.4
12.01.2024 00:07; 1.24; 2.24; 246; 2.7
12.01.2024 00:08; 1.23; 2.14; 250; 2.6
12.01.2024 00:09; 1.27; 2.19; 253; 2.8
12.01.2024 00:10; 1.22; 2.62; 252; 3.4
12.01.2024 00:11; 1.25; 2.67; 247; 2.9
12.01.2024 00:12; 1.24; 2.54; 249; 2.9
12.01.2024 00:13; 1.27; 2.67; 250; 3.2
12.01.2024 00:14; 1.33; 2.73; 250; 3.6
12.01.2024 00:15; 1.26; 2.85; 256; 3.5
12.01.2024 00:16; 1.26; 3.03; 256; 3.6
12.01.2024 00:17; 1.30; 3.34; 260; 4.1
12.01.2024 00:18; 1.31; 3.08; 252; 3.8
12.01.2024 00:19; 1.32; 3.58; 252; 4.7
12.01.2024 00:20; 1.27; 3.49; 258; 4.1
12.01.2024 00:21; 1.31; 2.70; 258; 3.5
12.01.2024 00:22; 1.30; 2.62; 262; 3.6
12.01.2024 00:23; 1.30; 2.52; 262; 3.4
12.01.2024 00:24; 1.29; 2.88; 258; 3.6
12.01.2024 00:25; 1.28; 3.03; 261; 3.7
12.01.2024 00:26; 1.29; 2.82; 264; 3.3
12.01.2024 00:27; 1.28; 2.67; 260; 3.1
12.01.2024 00:28; 1.34; 2.70; 261; 3.9
12.01.2024 00:29; 1.33; 2.09; 266; 2.8
12.01.2024 00:30; 1.35; 2.75; 258; 3.2
12.01.2024 00:31; 1.37; 2.68; 258; 3.4
12.01.2024 00:32; 1.33; 2.63; 261; 3.4
12.01.2024 00:33; 1.37; 2.51; 263; 3.3
12.01.2024 00:34; 1.41; 2.07; 260; 2.5
12.01.2024 00:35; 1.40; 1.77; 262; 2.2
12.01.2024 00:36; 1.37; 2.41; 256; 2.9
12.01.2024 00:37; 1.41; 2.40; 255; 3.3
12.01.2024 00:38; 1.42; 2.41; 261; 3.1
12.01.2024 00:39; 1.47; 1.84; 259; 2.2
12.01.2024 00:40; 1.42; 2.51; 265; 3.1
12.01.2024 00:41; 1.45; 2.08; 253; 2.7
12.01.2024 00:42; 1.45; 3.00; 259; 3.7
12.01.2024 00:43; 1.41; 3.30; 257; 3.8
12.01.2024 00:44; 1.40; 3.08; 256; 3.6
12.01.2024 00:45; 1.38; 3.03; 267; 3.6
12.01.2024 00:46; 1.38; 3.06; 265; 3.6
12.01.2024 00:47; 1.45; 2.83; 258; 3.7
