Datum Zeit;  Temperatur; Wind; Richtung; Peak 
28.01.2024 00:00; 3.86; 3.72; 149; 4.1
28.01.2024 00:01; 3.82; 3.97; 148; 4.2
28.01.2024 00:02; 3.80; 3.99; 148; 4.7
28.01.2024 00:03; 3.62; 3.80; 147; 4.7
28.01.2024 00:04; 3.81; 3.96; 147; 4.9
28.01.2024 00:05; 3.86; 4.12; 146; 4.7
28.01.2024 00:06; 3.90; 3.77; 146; 4.5
28.01.2024 00:07; 3.79; 3.79; 146; 4.4
28.01.2024 00:08; 3.77; 3.78; 146; 4.4
28.01.2024 00:09; 3.72; 4.06; 145; 4.5
28.01.2024 00:10; 3.66; 3.63; 145; 4.4
28.01.2024 00:11; 3.71; 4.02; 145; 4.6
28.01.2024 00:12; 3.81; 4.15; 146; 4.5
28.01.2024 00:13; 3.71; 3.76; 146; 4.3
28.01.2024 00:14; 3.92; 3.90; 148; 4.5
28.01.2024 00:15; 3.77; 4.03; 148; 4.4
28.01.2024 00:16; 3.61; 3.69; 149; 4.5
28.01.2024 00:17; 3.73; 3.94; 145; 4.3
28.01.2024 00:18; 3.63; 4.17; 141; 4.7
28.01.2024 00:19; 3.68; 4.26; 143; 4.7
28.01.2024 00:20; 3.63; 4.24; 142; 4.9
28.01.2024 00:21; 3.56; 4.34; 142; 5.3
28.01.2024 00:22; 3.51; 4.24; 145; 4.8
28.01.2024 00:23; 3.68; 4.42; 144; 4.8
28.01.2024 00:24; 3.53; 4.32; 144; 4.9
28.01.2024 00:25; 3.57; 4.13; 143; 4.7
28.01.2024 00:26; 3.69; 4.37; 143; 5.1
28.01.2024 00:27; 3.61; 3.82; 141; 4.7
28.01.2024 00:28; 3.56; 4.01; 143; 4.9
28.01.2024 00:29; 3.58; 3.76; 143; 4.3
28.01.2024 00:30; 3.82; 4.21; 143; 4.6
28.01.2024 00:31; 3.57; 4.33; 142; 4.9
28.01.2024 00:32; 3.68; 4.13; 141; 5.1
28.01.2024 00:33; 3.64; 3.85; 141; 4.7
28.01.2024 00:34; 3.73; 4.06; 145; 4.6
28.01.2024 00:35; 3.74; 4.04; 147; 4.5
28.01.2024 00:36; 3.76; 4.05; 149; 4.7
