Datum Zeit;  Temperatur; Wind; Richtung; Peak 
23.02.2024 00:00; 10.19; 15.34; 223; 18.7
23.02.2024 00:01; 10.24; 12.44; 232; 16.4
23.02.2024 00:02; 10.20; 12.79; 227; 19.1
23.02.2024 00:03; 10.21; 15.52; 228; 19.8
23.02.2024 00:04; 10.23; 14.78; 223; 17.6
23.02.2024 00:05; 10.24; 14.44; 230; 17.9
23.02.2024 00:06; 10.21; 11.68; 226; 15.8
23.02.2024 00:07; 10.19; 11.00; 219; 15.1
23.02.2024 00:08; 10.17; 15.14; 219; 20.5
23.02.2024 00:09; 10.09; 16.24; 221; 21.4
23.02.2024 00:10; 10.06; 17.50; 225; 21.6
23.02.2024 00:11; 10.13; 16.20; 224; 19.8
23.02.2024 00:12; 10.19; 13.04; 228; 16.5
23.02.2024 00:13; 10.19; 13.84; 224; 19.4
23.02.2024 00:14; 10.17; 12.51; 223; 14.9
23.02.2024 00:15; 10.13; 11.36; 219; 17.1
23.02.2024 00:16; 10.11; 12.88; 220; 21.9
23.02.2024 00:17; 10.01; 17.39; 224; 23.2
23.02.2024 00:18; 10.10; 16.59; 232; 21.4
23.02.2024 00:19; 10.16; 13.98; 223; 17.9
23.02.2024 00:20; 10.11; 15.84; 229; 21.9
23.02.2024 00:21; 10.10; 16.68; 230; 21.1
23.02.2024 00:22; 10.10; 15.70; 222; 19.3
23.02.2024 00:23; 10.13; 12.48; 230; 16.9
23.02.2024 00:24; 10.12; 10.94; 222; 16.7
23.02.2024 00:25; 10.09; 15.10; 223; 18.3
23.02.2024 00:26; 10.03; 16.99; 226; 21.8
23.02.2024 00:27; 10.11; 13.38; 221; 16.4
23.02.2024 00:28; 10.11; 13.72; 223; 18.7
23.02.2024 00:29; 10.04; 15.73; 227; 20.7
23.02.2024 00:30; 10.09; 12.45; 232; 15.6
23.02.2024 00:31; 10.03; 12.98; 227; 19.6
23.02.2024 00:32; 10.10; 14.18; 229; 19.5
23.02.2024 00:33; 10.05; 13.90; 228; 17.6
23.02.2024 00:34; 10.09; 13.03; 231; 20.9
23.02.2024 00:35; 10.10; 11.58; 228; 15.3
23.02.2024 00:36; 10.03; 10.43; 219; 12.4
23.02.2024 00:37; 10.06; 11.31; 213; 17.6
23.02.2024 00:38; 10.05; 9.94; 230; 13.2
23.02.2024 00:39; 10.05; 11.41; 228; 15.8
23.02.2024 00:40; 9.99; 9.66; 220; 11.3
23.02.2024 00:41; 10.02; 9.97; 221; 14.1
23.02.2024 00:42; 9.99; 9.63; 225; 12.2
23.02.2024 00:43; 9.99; 10.30; 224; 14.1
23.02.2024 00:44; 10.02; 9.80; 222; 14.4
23.02.2024 00:45; 10.11; 14.07; 228; 17.5
23.02.2024 00:46; 10.06; 14.03; 224; 19.1
23.02.2024 00:47; 10.03; 12.61; 224; 15.4
23.02.2024 00:48; 10.04; 12.36; 224; 16.6
23.02.2024 00:49; 10.04; 10.35; 216; 14.3
23.02.2024 00:50; 10.05; 10.78; 212; 14.2
23.02.2024 00:51; 10.03; 9.76; 223; 11.9
23.02.2024 00:52; 10.02; 12.24; 219; 17.6
23.02.2024 00:53; 10.03; 10.52; 229; 13.6
23.02.2024 00:54; 10.02; 13.44; 224; 18.4
23.02.2024 00:55; 9.97; 15.57; 218; 21.2
23.02.2024 00:56; 9.99; 15.09; 222; 20.8
23.02.2024 00:57; 9.90; 15.18; 222; 19.3
23.02.2024 00:58; 9.94; 12.81; 227; 17.1
23.02.2024 00:59; 9.94; 12.29; 225; 17.6
23.02.2024 01:00; 9.92; 11.20; 224; 14.7
23.02.2024 01:01; 9.91; 12.77; 223; 15.2
23.02.2024 01:02; 9.90; 12.15; 223; 15.8
23.02.2024 01:03; 9.90; 11.25; 228; 15.2
23.02.2024 01:04; 9.89; 12.70; 225; 16.8
23.02.2024 01:05; 9.84; 15.77; 222; 18.9
23.02.2024 01:06; 9.91; 11.76; 229; 16.4
23.02.2024 01:07; 9.91; 10.38; 222; 16.5
23.02.2024 01:08; 9.92; 11.45; 225; 14.7
23.02.2024 01:09; 9.90; 10.44; 227; 12.7
23.02.2024 01:10; 9.90; 10.42; 214; 13.6
23.02.2024 01:11; 9.83; 9.22; 218; 12.9
23.02.2024 01:12; 9.82; 8.88; 221; 11.3
23.02.2024 01:13; 9.81; 7.89; 214; 10.9
23.02.2024 01:14; 9.81; 8.87; 217; 15.1
23.02.2024 01:15; 9.79; 11.87; 217; 19.6
23.02.2024 01:16; 9.78; 14.74; 221; 21.9
23.02.2024 01:17; 9.77; 14.16; 222; 16.9
23.02.2024 01:18; 9.78; 12.09; 220; 15.4
23.02.2024 01:19; 9.67; 14.67; 220; 18.2
23.02.2024 01:20; 9.69; 13.70; 218; 17.9
23.02.2024 01:21; 9.68; 12.31; 226; 18.9
23.02.2024 01:22; 9.64; 12.71; 226; 18.5
23.02.2024 01:23; 9.62; 9.51; 219; 13.1
23.02.2024 01:24; 9.59; 11.27; 214; 16.1
23.02.2024 01:25; 9.49; 15.30; 224; 18.3
23.02.2024 01:26; 9.51; 14.67; 220; 18.2
23.02.2024 01:27; 9.50; 13.99; 222; 19.2
23.02.2024 01:28; 9.45; 15.82; 229; 19.2
23.02.2024 01:29; 9.46; 14.94; 231; 17.9
23.02.2024 01:30; 9.44; 13.07; 224; 16.3
23.02.2024 01:31; 9.23; 16.62; 223; 22.8
23.02.2024 01:32; 9.33; 13.86; 231; 18.8
23.02.2024 01:33; 9.32; 12.06; 229; 15.6
23.02.2024 01:34; 9.30; 11.05; 226; 17.1
23.02.2024 01:35; 9.27; 8.51; 232; 12.9
23.02.2024 01:36; 9.19; 11.46; 237; 15.8
23.02.2024 01:37; 9.16; 12.02; 238; 16.3
23.02.2024 01:38; 9.12; 11.34; 233; 15.1
23.02.2024 01:39; 9.06; 12.03; 234; 16.2
23.02.2024 01:40; 8.97; 12.13; 227; 16.1
23.02.2024 01:41; 8.84; 14.93; 225; 18.2
23.02.2024 01:42; 8.83; 13.47; 227; 17.6
23.02.2024 01:43; 8.47; 17.68; 226; 24.7
23.02.2024 01:44; 8.57; 15.58; 233; 20.6
23.02.2024 01:45; 8.51; 14.17; 235; 19.7
23.02.2024 01:46; 8.34; 17.22; 231; 22.3
23.02.2024 01:47; 8.03; 20.81; 235; 27.8
23.02.2024 01:48; 8.18; 17.31; 234; 22.8
23.02.2024 01:49; 8.19; 13.41; 240; 23.5
23.02.2024 01:50; 8.24; 14.14; 244; 20.6
23.02.2024 01:51; 8.09; 13.72; 241; 19.1
23.02.2024 01:52; 7.94; 14.70; 248; 20.1
23.02.2024 01:53; 7.67; 17.45; 246; 23.4
23.02.2024 01:54; 7.41; 19.01; 235; 26.9
23.02.2024 01:55; 7.42; 15.53; 241; 24.9
23.02.2024 01:56; 7.35; 15.57; 243; 23.8
23.02.2024 01:57; 7.36; 13.21; 246; 17.6
23.02.2024 01:58; 7.35; 10.24; 244; 15.5
23.02.2024 01:59; 7.36; 12.42; 247; 16.3
23.02.2024 02:00; 7.36; 14.01; 242; 19.1
23.02.2024 02:01; 7.32; 15.03; 243; 19.1
23.02.2024 02:02; 7.28; 14.71; 244; 19.5
23.02.2024 02:03; 7.28; 13.88; 244; 18.5
23.02.2024 02:04; 7.28; 15.10; 243; 20.5
23.02.2024 02:05; 7.25; 14.00; 243; 17.9
23.02.2024 02:06; 7.21; 14.69; 243; 19.7
23.02.2024 02:07; 7.18; 12.91; 243; 16.2
23.02.2024 02:08; 7.14; 12.33; 245; 15.3
23.02.2024 02:09; 7.07; 11.97; 238; 15.7
23.02.2024 02:10; 7.03; 11.94; 240; 15.5
23.02.2024 02:11; 6.99; 14.48; 241; 19.7
23.02.2024 02:12; 6.95; 14.64; 245; 19.9
23.02.2024 02:13; 6.92; 14.78; 245; 18.4
23.02.2024 02:14; 6.85; 12.75; 239; 15.9
23.02.2024 02:15; 6.84; 12.09; 237; 15.3
23.02.2024 02:16; 6.82; 12.17; 235; 15.4
23.02.2024 02:17; 6.83; 13.32; 243; 17.7
23.02.2024 02:18; 6.84; 14.48; 242; 19.1
23.02.2024 02:19; 6.81; 12.83; 243; 17.6
23.02.2024 02:20; 6.87; 14.35; 240; 19.4
23.02.2024 02:21; 6.82; 16.02; 238; 19.5
23.02.2024 02:22; 6.82; 9.47; 248; 12.7
23.02.2024 02:23; 6.83; 10.45; 249; 15.1
23.02.2024 02:24; 6.87; 12.25; 240; 15.7
23.02.2024 02:25; 6.86; 12.12; 247; 16.2
23.02.2024 02:26; 6.85; 9.32; 242; 14.6
23.02.2024 02:27; 6.87; 11.36; 246; 15.8
23.02.2024 02:28; 6.84; 11.86; 238; 17.2
23.02.2024 02:29; 6.88; 14.07; 245; 18.8
23.02.2024 02:30; 6.91; 14.27; 241; 17.9
23.02.2024 02:31; 6.86; 11.27; 239; 14.6
23.02.2024 02:32; 6.85; 12.07; 241; 15.1
23.02.2024 02:33; 6.86; 11.80; 237; 15.8
23.02.2024 02:34; 6.83; 13.24; 232; 16.7
23.02.2024 02:35; 6.80; 12.42; 231; 15.4
23.02.2024 02:36; 6.76; 13.51; 233; 16.3
23.02.2024 02:37; 6.72; 12.18; 236; 17.3
23.02.2024 02:38; 6.69; 13.55; 232; 16.8
23.02.2024 02:39; 6.67; 10.97; 237; 13.8
23.02.2024 02:40; 6.67; 10.96; 238; 15.9
23.02.2024 02:41; 6.67; 10.87; 236; 13.5
23.02.2024 02:42; 6.67; 11.32; 230; 13.6
23.02.2024 02:43; 6.65; 9.31; 237; 12.7
