Datum Zeit;  Temperatur; Wind; Richtung; Peak 
19.01.2024 00:00; 0.92; 5.60; 222; 7.1
19.01.2024 00:01; 0.91; 5.86; 224; 7.2
19.01.2024 00:02; 0.86; 4.66; 221; 6.8
19.01.2024 00:03; 0.92; 5.70; 224; 7.3
19.01.2024 00:04; 0.90; 4.94; 222; 6.1
19.01.2024 00:05; 0.95; 5.17; 227; 6.9
19.01.2024 00:06; 0.95; 5.59; 224; 6.5
19.01.2024 00:07; 0.90; 5.32; 221; 6.7
19.01.2024 00:08; 1.01; 5.61; 222; 6.6
19.01.2024 00:09; 0.98; 5.95; 221; 7.3
19.01.2024 00:10; 1.02; 5.54; 222; 7.2
19.01.2024 00:11; 0.94; 5.26; 220; 6.4
19.01.2024 00:12; 1.00; 4.98; 223; 6.6
19.01.2024 00:13; 1.07; 6.10; 220; 7.4
19.01.2024 00:14; 0.97; 5.71; 224; 7.2
19.01.2024 00:15; 0.97; 4.90; 218; 7.5
19.01.2024 00:16; 1.02; 6.08; 219; 7.2
19.01.2024 00:17; 1.00; 5.45; 224; 6.5
19.01.2024 00:18; 1.03; 5.87; 219; 6.6
19.01.2024 00:19; 1.03; 5.85; 226; 6.9
19.01.2024 00:20; 1.01; 5.23; 222; 6.6
19.01.2024 00:21; 1.07; 6.01; 216; 7.9
19.01.2024 00:22; 1.04; 5.43; 227; 6.5
19.01.2024 00:23; 1.12; 5.83; 221; 7.4
19.01.2024 00:24; 1.05; 5.83; 220; 7.5
19.01.2024 00:25; 1.14; 5.77; 220; 6.7
19.01.2024 00:26; 1.11; 5.96; 220; 6.7
19.01.2024 00:27; 1.11; 5.44; 220; 7.1
19.01.2024 00:28; 1.10; 5.72; 223; 6.7
19.01.2024 00:29; 1.11; 5.79; 220; 7.3
19.01.2024 00:30; 1.02; 5.10; 221; 6.2
19.01.2024 00:31; 1.02; 5.06; 217; 6.3
19.01.2024 00:32; 1.04; 5.04; 218; 6.2
19.01.2024 00:33; 1.04; 5.06; 217; 6.6
19.01.2024 00:34; 1.00; 4.34; 219; 6.1
19.01.2024 00:35; 1.01; 4.70; 218; 6.6
19.01.2024 00:36; 1.01; 5.19; 218; 6.5
19.01.2024 00:37; 1.05; 5.05; 219; 6.2
19.01.2024 00:38; 1.08; 4.93; 220; 7.2
19.01.2024 00:39; 1.09; 5.70; 219; 7.2
19.01.2024 00:40; 1.05; 5.54; 221; 6.5
19.01.2024 00:41; 1.10; 5.31; 224; 6.5
19.01.2024 00:42; 1.12; 5.46; 222; 7.4
19.01.2024 00:43; 1.14; 6.22; 223; 7.4
19.01.2024 00:44; 1.16; 6.11; 226; 6.8
19.01.2024 00:45; 1.14; 5.53; 225; 7.1
19.01.2024 00:46; 1.15; 5.21; 222; 6.5
19.01.2024 00:47; 1.11; 5.22; 229; 7.3
19.01.2024 00:48; 1.12; 5.30; 222; 6.3
19.01.2024 00:49; 1.08; 5.19; 224; 6.5
19.01.2024 00:50; 1.16; 5.95; 226; 7.4
19.01.2024 00:51; 1.10; 5.15; 223; 6.3
19.01.2024 00:52; 1.19; 5.54; 224; 6.7
19.01.2024 00:53; 1.18; 5.49; 229; 6.6
19.01.2024 00:54; 1.19; 4.91; 225; 6.4
19.01.2024 00:55; 1.24; 6.18; 228; 7.6
19.01.2024 00:56; 1.17; 6.15; 225; 7.3
