Datum Zeit;  Temperatur; Wind; Richtung; Peak 
21.02.2024 00:00; 9.73; 6.87; 232; 9.3
21.02.2024 00:01; 9.78; 9.15; 232; 11.7
21.02.2024 00:02; 9.73; 7.48; 226; 8.8
21.02.2024 00:03; 9.79; 8.48; 240; 10.8
21.02.2024 00:04; 9.71; 6.05; 234; 9.2
21.02.2024 00:05; 9.77; 8.25; 238; 9.8
21.02.2024 00:06; 9.71; 6.93; 225; 8.9
21.02.2024 00:07; 9.72; 7.11; 231; 9.5
21.02.2024 00:08; 9.71; 7.54; 232; 8.8
21.02.2024 00:09; 9.70; 6.72; 227; 8.2
21.02.2024 00:10; 9.72; 6.72; 231; 8.4
21.02.2024 00:11; 9.68; 6.81; 231; 9.9
21.02.2024 00:12; 9.72; 7.45; 229; 9.1
21.02.2024 00:13; 9.73; 7.50; 233; 9.5
21.02.2024 00:14; 9.73; 7.50; 238; 9.5
21.02.2024 00:15; 9.69; 5.94; 231; 9.6
21.02.2024 00:16; 9.71; 7.44; 233; 9.6
21.02.2024 00:17; 9.70; 5.82; 233; 7.6
21.02.2024 00:18; 9.76; 8.14; 232; 10.3
21.02.2024 00:19; 9.75; 6.84; 227; 10.1
21.02.2024 00:20; 9.71; 7.20; 240; 9.9
21.02.2024 00:21; 9.74; 8.46; 242; 9.9
21.02.2024 00:22; 9.69; 6.68; 229; 8.6
21.02.2024 00:23; 9.71; 6.82; 234; 10.4
21.02.2024 00:24; 9.73; 7.49; 234; 8.9
21.02.2024 00:25; 9.69; 6.36; 236; 8.6
21.02.2024 00:26; 9.68; 6.31; 230; 7.5
21.02.2024 00:27; 9.62; 5.18; 237; 6.9
21.02.2024 00:28; 9.70; 7.76; 238; 9.8
21.02.2024 00:29; 9.72; 8.54; 233; 9.8
21.02.2024 00:30; 9.71; 7.65; 236; 9.4
21.02.2024 00:31; 9.67; 6.08; 243; 8.4
21.02.2024 00:32; 9.73; 8.66; 245; 11.2
21.02.2024 00:33; 9.68; 5.99; 237; 8.9
21.02.2024 00:34; 9.63; 5.26; 233; 6.3
21.02.2024 00:35; 9.66; 6.65; 227; 9.3
21.02.2024 00:36; 9.63; 6.04; 235; 8.4
21.02.2024 00:37; 9.65; 6.20; 242; 7.9
21.02.2024 00:38; 9.63; 5.41; 225; 8.2
21.02.2024 00:39; 9.67; 6.33; 229; 8.2
21.02.2024 00:40; 9.64; 4.87; 232; 6.5
21.02.2024 00:41; 9.67; 7.58; 231; 9.8
21.02.2024 00:42; 9.68; 8.17; 233; 9.3
21.02.2024 00:43; 9.68; 7.68; 236; 9.2
21.02.2024 00:44; 9.66; 6.49; 234; 8.7
21.02.2024 00:45; 9.66; 6.53; 234; 9.8
21.02.2024 00:46; 9.69; 8.33; 233; 10.2
21.02.2024 00:47; 9.66; 6.08; 237; 8.4
21.02.2024 00:48; 9.70; 6.71; 229; 8.2
